V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
6.800850425,16.04676338,16.98,14.22073037,4.553996998,7.757158579,13.37912956,11.43735868,17.85488744,12.84674837
6.850555278,16.04,16.98441221,14.21494747,4.575687844,7.728369185,13.36684342,11.41662831,17.86536768,12.89576288
6.90026013,16.04,16.99035018,14.21083542,4.596178089,7.705257629,13.36816408,11.4,17.87584792,12.94782891
6.949964982,16.04,17.00187594,14.21661831,4.625002501,7.676023012,13.3865933,11.4,17.88,12.98836918
7.002966483,16.03666833,17.01170085,14.22,4.655737869,7.646788394,13.3950075,11.39721861,17.88,13.02630315
7.058194097,16.03085543,17.01746373,14.22,4.686473237,7.617553777,13.4,11.38685343,17.88,13.07296648
7.117763882,16.03837919,17.01677339,14.22,4.717208604,7.58831916,13.4,11.37297649,17.88,13.10332666
7.178514257,16.04,17.01101051,14.22,4.738629315,7.559084542,13.39656328,11.35224612,17.88,13.13368684
7.233876938,16.04685343,17.01950475,14.22553277,4.75911956,7.534887444,13.39042021,11.33787894,17.88,13.16702351
7.290925463,16.05904952,17.02948474,14.22736868,4.789414707,7.510615308,13.40144572,11.33269635,17.88,13.2044072
7.357198599,16.05152576,17.02372186,14.2158029,4.820050025,7.48138069,13.40813407,11.32751376,17.88,13.21
7.41955978,16.061996,17.02408204,14.21,4.830295148,7.459109555,13.401991,11.32233117,17.88,13.22
7.474787394,16.07,17.0356078,14.21,4.84108054,7.432911456,13.4,11.31144572,17.88026013,13.23
7.536018009,16.07104552,17.03643322,14.19665833,4.861570785,7.403676838,13.40029515,11.29589795,17.88445223,13.24792396
7.602291146,16.07856928,17.03067034,14.18023012,4.883606803,7.374442221,13.40643822,11.28035018,17.88864432,13.24
7.668564282,16.07390695,17.04018509,14.18601301,4.919464732,7.357603802,13.40483742,11.2648024,17.89283642,13.24
7.734837419,16.07361681,17.05085543,14.1864082,4.952281141,7.335972986,13.39255128,11.26,17.89702851,13.23
7.796018009,16.08114057,17.05661831,14.17484242,4.967648824,7.306738369,13.39973487,11.26,17.9,13.22135568
7.857383692,16.08866433,17.05761881,14.16663832,4.985027514,7.277503752,13.40898949,11.24815908,17.9,13.20117559
7.923656828,16.08381191,17.05185593,14.16085543,5.01064032,7.253701851,13.40284642,11.23261131,17.9,13.1909955
7.991590795,16.08371186,17.06562781,14.14029015,5.033751876,7.234517259,13.4,11.22137569,17.9,13.17163082
8.063386693,16.09123562,17.08867934,14.12071036,5.04911956,7.2197999,13.4,11.21101051,17.9,13.16
8.129769885,16.09875938,17.07370185,14.12649325,5.062991496,7.190565283,13.4,11.20064532,17.9,13.13045523
8.19052026,16.1,17.0611956,14.12544772,5.073236618,7.170665333,13.39654827,11.19028014,17.9,13.11027514
8.255022511,16.1038069,17.06695848,14.11388194,5.088704352,7.154072036,13.38426213,11.17487244,17.9,13.0701901
8.321295648,16.10866933,17.07544272,14.10231616,5.114317159,7.132146073,13.38401201,11.15954977,17.9,13.04982991
8.387568784,16.10114557,17.08696848,14.09075038,5.135957979,7.116813407,13.39,11.14918459,17.9,12.99946973
8.453521761,16.11275638,17.08575288,14.07918459,5.151325663,7.098294147,13.39,11.13881941,17.89685843,12.95955478
8.514272136,16.12,17.08,14.06642821,5.168924462,7.077578789,13.38755878,11.12845423,17.89266633,12.92937469
8.575022511,16.11857429,17.08,14.04907954,5.189414707,7.062961481,13.38141571,11.11904452,17.88847424,12.90758379
8.635772886,16.11105053,17.08307154,14.03724362,5.197523762,7.042516258,13.38,11.11386193,17.88428214,12.84802901
8.696523262,16.12294647,17.0945973,14.03146073,5.192401201,7.020590295,13.37825913,11.10603802,17.88009005,12.80766883
8.757273637,16.126003,17.10612306,14.02135568,5.198164082,6.999109555,13.36597299,11.09049025,17.88,12.77730865
8.818024012,16.12,17.11764882,14.00978989,5.213531766,6.984492246,13.35684342,11.07831416,17.88,12.73847424
8.878774387,16.12,17.10623812,13.99822411,5.234832416,6.969874937,13.35070035,11.07313157,17.88,12.70658829
8.939524762,16.12,17.09105053,13.98331666,5.260445223,6.955257629,13.34455728,11.06589795,17.88,12.68434217
9.0002001,16.12,17.10833917,13.96018509,5.276423212,6.94064032,13.34,11.05553277,17.88,12.64206603
9.044382191,16.12161581,17.12,13.94676338,5.286668334,6.919034517,13.34,11.04033517,17.88,12.62224612
9.091775888,16.12913957,17.12,13.94098049,5.293456728,6.901405703,13.33225613,11.0196048,17.88,12.61
9.152526263,16.12333667,17.1234017,13.9255928,5.29857929,6.888394197,13.32,11.00721861,17.88,12.5873937
9.209044522,16.12,17.12916458,13.90824412,5.311105553,6.881085543,13.32,11.00203602,17.88,12.57442721
9.258749375,16.11657829,17.13985493,13.89089545,5.326473237,6.867553777,13.3153977,10.99685343,17.88,12.56
9.308454227,16.10153077,17.15,13.87354677,5.34184092,6.852936468,13.30311156,10.99167084,17.88,12.55370685
9.35815908,16.11351676,17.15,13.8561981,5.357208604,6.83831916,13.28623812,10.98297649,17.88,12.53334667
9.403656828,16.11571786,17.15221611,13.84256628,5.355807904,6.823701851,13.27073037,10.97261131,17.88,12.51
9.447838919,16.10638819,17.15797899,13.8310005,5.350685343,6.814542271,13.27687344,10.96224612,17.88,12.49262631
9.492021011,16.09134067,17.16374187,13.82471736,5.372186093,6.804467234,13.27396698,10.95188094,17.8813957,12.46613307
9.536203102,16.09,17.16950475,13.81786893,5.397798899,6.789849925,13.26168084,10.94151576,17.88349175,12.44595298
9.580385193,16.09437719,17.17,13.80630315,5.4,6.775232616,13.25469735,10.93115058,17.88558779,12.42154577
9.624567284,16.0961981,17.17103052,13.79473737,5.4,6.765307654,13.24855428,10.92078539,17.88768384,12.39118559
9.668749375,16.08115058,17.1767934,13.78317159,5.414782391,6.755997999,13.24241121,10.91042021,17.88977989,12.36541271
9.710065033,16.08,17.18,13.7674087,5.430150075,6.74138069,13.23253627,10.90502751,17.88249625,12.34046523
9.748724362,16.08,17.18,13.75006003,5.445517759,6.726763382,13.22025013,10.89968984,17.87411206,12.31010505
9.787383692,16.076008,17.17591796,13.75,5.46,6.716073037,13.20796398,10.88932466,17.86572786,12.29487244
9.826043022,16.06096048,17.17015508,13.74845423,5.46,6.707528764,13.19783892,10.87843922,17.85734367,12.27469235
9.859744872,16.05295648,17.18682341,13.74267134,5.462161081,6.692911456,13.19169585,10.86289145,17.84713857,12.25902451
9.892881441,16.04543272,17.2,13.73688844,5.482651326,6.684147074,13.18555278,10.85,17.82408204,12.22866433
9.926018009,16.03790895,17.2,13.73110555,5.500785393,6.68,13.17881941,10.85,17.80102551,12.21415208
9.96068034,16.03038519,17.20289645,13.72532266,5.505907954,6.678589295,13.16653327,10.84749875,17.77796898,12.19794397
9.99933967,16.01572286,17.20865933,13.71953977,5.514122061,6.656663332,13.15137069,10.83713357,17.75491246,12.1837919
10.03285643,16.01466233,17.21442221,13.71375688,5.534612306,6.65,13.13294147,10.82353677,17.74296148,12.17
10.06047024,16.01344172,17.21981491,13.71,5.556378189,6.647603802,13.12483742,10.8028064,17.75134567,12.15656828
10.08808404,15.99087044,17.21405203,13.71,5.581990995,6.640295148,13.11608304,10.79,17.75972986,12.14325163
10.11569785,15.98276638,17.21,13.71,5.606083042,6.632986493,13.09765383,10.79,17.76811406,12.13
10.14331166,15.97524262,17.21,13.71,5.626573287,6.625677839,13.0864082,10.78765383,17.77649825,12.12289145
10.17111056,15.97,17.21323662,13.71,5.652361181,6.616738369,13.08026513,10.78247124,17.77633817,12.11542271
10.20424712,15.97,17.2189995,13.71,5.68821911,6.602121061,13.06236618,10.77186593,17.77005003,12.10746873
10.23492246,15.94801401,17.22952476,13.71,5.714022011,6.593751876,13.04393697,10.75631816,17.76376188,12.08235118
10.25701351,15.94,17.24052526,13.71250625,5.724267134,6.59,13.02550775,10.74692346,17.75747374,12.08217109
10.27910455,15.93762381,17.24628814,13.71828914,5.750305153,6.589134567,13.01569285,10.74174087,17.75118559,12.08
10.3011956,15.93010005,17.25205103,13.72407204,5.796408204,6.581825913,13.00954977,10.73311656,17.7568034,12.06181091
10.3266083,15.91515258,17.25781391,13.72985493,5.842511256,6.574517259,13.0034067,10.72275138,17.76518759,12.07326163
10.35422211,15.90010505,17.26715358,13.73,5.888614307,6.57,12.98905453,10.71238619,17.77357179,12.07145073
10.37746873,15.89,17.27867934,13.73142071,5.934717359,6.5697999,12.96448224,10.70202101,17.78195598,12.06
10.39955978,15.89,17.27489745,13.7372036,5.98082041,6.555182591,12.94493247,10.70417209,17.78982991,12.07109055
10.42165083,15.87496248,17.27086543,13.74298649,6.014957479,6.545282641,12.92883442,10.70935468,17.78563782,12.07182091
10.44374187,15.85991496,17.27662831,13.74876938,6.040570285,6.537973987,12.92269135,10.69185093,17.78144572,12.09926963
10.46583292,15.84486743,17.28478239,13.76365683,6.08883942,6.530665333,12.91654827,10.67112056,17.77725363,12.10055028
10.48594297,15.82990995,17.29630815,13.78033517,6.150310155,6.523356678,12.9104052,10.66509755,17.77306153,12.12962981
10.50251126,15.82238619,17.29608304,13.78611806,6.215262631,6.52,12.88131066,10.65991496,17.76943472,12.14
10.52210605,15.81486243,17.29032016,13.7938019,6.281855928,6.51873937,12.86,10.65473237,17.76733867,12.15998999
10.5441971,15.80201601,17.29,13.80536768,6.340995498,6.511430715,12.86,10.64954977,17.76524262,12.17017009
10.56628814,15.77981491,17.29241121,13.81,6.397343672,6.504122061,12.84333167,10.64436718,17.76314657,12.17035018
10.58837919,15.77229115,17.30393697,13.81,6.457663832,6.493626813,12.81937969,10.63918459,17.76105053,12.18
10.60535268,15.75953477,17.31546273,13.82006503,6.519134567,6.48,12.80709355,10.634002,17.76731866,12.18857929
10.62192096,15.74448724,17.32698849,13.83326163,6.584822411,6.48,12.79221111,10.62881941,17.781991,12.17
10.63848924,15.72943972,17.31722861,13.8563932,6.651415708,6.469774887,12.77378189,10.62363682,17.79666333,12.16
10.65505753,15.7143922,17.30004002,13.86761881,6.726933467,6.46,12.76511756,10.61690845,17.81133567,12.14874937
10.67162581,15.69401701,17.31156578,13.86183592,6.803771886,6.46,12.75794897,10.60654327,17.826008,12.12570785
10.69092546,15.67714857,17.32309155,13.87973487,6.866488244,6.452961481,12.74566283,10.59808904,17.83457729,12.08838919
10.71301651,15.66849925,17.33461731,13.90864932,6.927958979,6.45,12.73337669,10.59290645,17.84086543,12.04641821
10.73133067,15.6384042,17.34307154,13.92653827,7.004287144,6.451655828,12.72109055,10.58772386,17.84715358,11.99408704
10.74789895,15.61915458,17.34883442,13.94129565,7.081275638,6.458964482,12.7088044,10.58254127,17.85344172,11.93354677
10.76446723,15.60116058,17.35,13.94707854,7.16835918,6.447453727,12.69651826,10.57735868,17.85972986,11.86533767
10.78103552,15.57952976,17.35036018,13.95858429,7.254802401,6.443581791,12.68423212,10.57217609,17.862006,11.79995498
10.7976038,15.572006,17.35612306,13.97593297,7.33164082,6.44821911,12.65181091,10.56398699,17.86410205,11.72192596
10.81417209,15.54792896,17.36,13.98442721,7.410175088,6.433601801,12.61034017,10.55362181,17.8661981,11.65138569
10.83074037,15.52391696,17.36,13.99042021,7.502381191,6.43,12.62262631,10.54662831,17.86829415,11.5577939
10.84730865,15.50830415,17.37364682,14.00198599,7.592966483,6.43,12.64228114,10.54144572,17.86921961,11.47384192
10.86387694,15.48573287,17.39669835,14.01532766,7.674927464,6.430250125,12.6729965,10.54,17.86502751,11.38952976
10.87696348,15.45754877,17.4,14.03267634,7.757943972,6.444867434,12.65154577,10.54,17.86083542,11.28563282
10.888009,15.43372686,17.4014007,14.04334167,7.845027514,6.445257629,12.62,10.54410205,17.85664332,11.19114057
10.90810905,15.41735868,17.41292646,14.04912456,7.926908454,6.442051026,12.62,10.54928464,17.85245123,11.10024012
10.93010005,15.38726363,17.42,14.05981491,7.993501751,6.44935968,12.61365683,10.54553277,17.85174087,11.00173587
10.94114557,15.36287644,17.42,14.06930965,8.063186593,6.463336668,12.60137069,10.54035018,17.85593297,10.89843922
10.95328664,15.34030515,17.42375188,14.06352676,8.140025013,6.477953977,12.58908454,10.53516758,17.86012506,10.78753877
10.96985493,15.31697849,17.42951476,14.06902451,8.218654327,6.495142571,12.5767984,10.53,17.86431716,10.68663832
10.98428214,15.28688344,17.43527764,14.09215608,8.300615308,6.524377189,12.56451226,10.53,17.86850925,10.5905903
10.99532766,15.25678839,17.44,14.1,8.376468234,6.547708854,12.55611306,10.52961981,17.86729865,10.4798049
11.00637319,15.23002001,17.44,14.1,8.443061531,6.579269635,12.54987994,10.52443722,17.86310655,10.38872436
11.01741871,15.2065983,17.44769885,14.10538769,8.534747374,6.623121561,12.52530765,10.51925463,17.85891446,10.28303652
11.02846423,15.17650325,17.46498749,14.11,8.657688844,6.666973487,12.51,10.51407204,17.85472236,10.18213607
11.03950975,15.14051026,17.46590795,14.11,8.76042021,6.710825413,12.51,10.51,17.85053027,10.08698849
11.05055528,15.11315658,17.46014507,14.11,8.842381191,6.759569785,12.5007954,10.51,17.83169085,9.992201101
11.0616008,15.09527264,17.46561781,14.11,8.9187994,6.81803902,12.48850925,10.51,17.81073037,9.889434717
11.07264632,15.05765383,17.47276138,14.10569785,8.990515258,6.869444722,12.47622311,10.51,17.78976988,9.794827414
11.08369185,15.02602801,17.48428714,14.10017009,9.068264132,6.929349675,12.46393697,10.51,17.7688094,9.704107054
11.09473737,14.99593297,17.49290645,14.11173587,9.150225113,6.998489245,12.45165083,10.51,17.74978489,9.613386693
11.10289145,14.96687844,17.49866933,14.12,9.21913957,7.078884442,12.44468234,10.5077939,17.74768884,9.525832916
11.10841421,14.94430715,17.49556778,14.12,9.280610305,7.146683342,12.43707854,10.50261131,17.7455928,9.441945973
11.11787394,14.92173587,17.4903902,14.12321661,9.359614807,7.216068034,12.4247924,10.5,17.74349675,9.351225613
11.12891946,14.89916458,17.50191596,14.1289995,9.446698349,7.290985493,12.41250625,10.5,17.7414007,9.263131566
11.13498249,14.87545773,17.51344172,14.13478239,9.511270635,7.378689345,12.40022011,10.5,17.73930465,9.182231116
11.14101051,14.84536268,17.52496748,14.13943472,9.567618809,7.46086043,12.38793397,10.5,17.7372086,9.099064532
11.15205603,14.82145073,17.53,14.13365183,9.63196098,7.538414207,12.37782391,10.50330165,17.73511256,9.020430215
11.16155078,14.79887944,17.53,14.13426213,9.698554277,7.6118009,12.37168084,10.50848424,17.73301651,8.937623812
11.16707354,14.77630815,17.53,14.14582791,9.769389695,7.699504752,12.36553777,10.50266633,17.73092046,8.875177589
11.1751926,14.75373687,17.53107054,14.15369685,9.841105553,7.772906453,12.3606053,10.49230115,17.73587794,8.813091546
11.18623812,14.73116558,17.5425963,14.15947974,9.903846923,7.842836418,12.36674837,10.50209605,17.74635818,8.752731366
11.19,14.7123962,17.55412206,14.15473737,9.965317659,7.923231616,12.36421711,10.51764382,17.75683842,8.721185593
11.19,14.69602301,17.56564782,14.15104552,10.04571786,8.003626813,12.35193097,10.52,17.76731866,8.7
11.19468734,14.67345173,17.56282641,14.15682841,10.12767884,8.076018009,12.35,10.52,17.7777989,8.709174587
11.20021011,14.65725363,17.55130065,14.16522261,10.18972986,8.147038519,12.35,10.52476238,17.77668834,8.748709355
11.20573287,14.63830915,17.55,14.17678839,10.25110055,8.242051026,12.35,10.52994497,17.77249625,8.808604302
11.21125563,14.61573787,17.55350175,14.17582291,10.30744872,8.313351676,12.3536068,10.53512756,17.76830415,8.918289145
11.21677839,14.59316658,17.57655328,14.17004002,10.36345173,8.385602801,12.35974987,10.54062031,17.76411206,9.019369685
11.22230115,14.56412706,17.59,14.17574287,10.41467734,8.464362181,12.36,10.55098549,17.76004002,9.120525263
11.22782391,14.546008,17.59,14.18,10.46590295,8.522831416,12.36203602,10.56067534,17.76213607,9.251785893
11.23,14.53393697,17.59,14.18,10.51712856,8.596788394,12.36817909,10.56585793,17.76423212,9.373046523
11.23,14.50384192,17.59,14.18309155,10.56584792,8.669769885,12.38296648,10.57312156,17.76632816,9.503691846
11.2343922,14.49343672,17.60090545,14.18887444,10.60170585,8.72823912,12.4013957,10.58866933,17.76842421,9.633976988
11.23991496,14.47773887,17.60878439,14.19931466,10.64188594,8.77961981,12.41982491,10.6014057,17.76947974,9.745852926
11.24,14.45677839,17.60302151,14.20955978,10.69823412,8.835177589,12.43550275,10.60658829,17.76738369,9.845777889
11.24096048,14.44173087,17.60548274,14.20377689,10.74795398,8.900470235,12.44778889,10.61531266,17.76528764,9.945342671
11.24648324,14.43334167,17.6170085,14.20401201,10.77868934,8.988174087,12.46511256,10.63086043,17.7631916,10.03757879
11.252006,14.41745373,17.62853427,14.21557779,10.81884942,9.025292646,12.48472236,10.6464082,17.76109555,10.11847924
11.25752876,14.39658829,17.63981991,14.22,10.88032016,9.079949975,12.50929465,10.66195598,17.7610005,10.19750375
11.26305153,14.38154077,17.60524262,14.22,10.93452726,9.154702351,12.5304002,10.67750375,17.76309655,10.27822411
11.26857429,14.37324662,17.59089045,14.22513757,10.97550775,9.191245623,12.54882941,10.69305153,17.7651926,10.36118059
11.27409705,14.36572286,17.63123062,14.22907954,11.01648824,9.305597799,12.57301151,10.7085993,17.76728864,10.47208104
11.27961981,14.36,17.63767384,14.22329665,11.05746873,9.407198599,12.60137569,10.72414707,17.76938469,10.56817409
11.28,14.36,17.61462231,14.22497249,11.09844922,9.451575788,12.63823412,10.74938969,17.76703852,10.68665833
11.28133067,14.35315158,17.62382191,14.23653827,11.13942971,9.517353677,12.65836418,10.78048524,17.76284642,10.81069535
11.29237619,14.35437219,17.64148074,14.24,11.17530765,9.583131566,12.67162581,10.80798399,17.75865433,10.96195598
11.3,14.36189595,17.66453227,14.24,11.20604302,9.648909455,12.70234117,10.83389695,17.75446223,11.09989995
11.3,14.36941971,17.67431216,14.25123562,11.23677839,9.714687344,12.73566783,10.85584792,17.75027014,11.24447724
11.30275638,14.38388694,17.65702351,14.2585993,11.26751376,9.787183592,12.77252626,10.87657829,17.74803902,11.39206103
11.30827914,14.39446723,17.65684342,14.25281641,11.30433217,9.852216108,12.80448724,10.91029015,17.74594297,11.52314157
11.3214057,14.40796398,17.66836918,14.25296648,11.34531266,9.916028014,12.8352026,10.94656828,17.74384692,11.65422211
11.33797399,14.43805903,17.66505253,14.25874937,11.3830065,10.00373187,12.86591796,10.98753877,17.74175088,11.76530265
11.34484742,14.45407704,17.66213107,14.26453227,11.41886443,10.07952976,12.88997999,11.0289995,17.74069035,11.86198599
11.35148074,14.47368684,17.67941971,14.27,11.43706353,10.14935468,12.9084092,11.05528764,17.74488244,11.95830915
11.37357179,14.49834417,17.69223612,14.27,11.44730865,10.21798399,12.94928964,11.08264132,17.74907454,12.02902951
11.39283142,14.52843922,17.697999,14.27564282,11.49154577,10.32030515,12.98702351,11.13964982,17.75326663,12.09481241
11.40387694,14.56566783,17.7,14.2929915,11.54789395,10.40187594,13.0115958,11.19544772,17.75745873,12.15023512
11.42230615,14.60328664,17.7,14.29655328,11.56402201,10.48744372,13.03616808,11.24209105,17.7533967,12.18529765
11.44991996,14.64526763,17.70528764,14.29077039,11.56914457,10.59707354,13.06111056,11.29067534,17.73662831,12.21547774
11.47753377,14.69793397,17.70789895,14.30503752,11.6212056,10.67824912,13.09796898,11.34768384,17.71985993,12.24565783
11.50514757,14.74337169,17.69637319,14.3207954,11.68267634,10.77633317,13.12741371,11.40602801,17.70309155,12.25583792
11.53731366,14.78376188,17.68742371,14.32657829,11.70353677,10.88077039,13.14584292,11.46821911,17.68632316,12.26601801
11.57052526,14.8282091,17.68166083,14.33236118,11.71890445,10.96847424,13.16902951,11.5270085,17.69044522,12.28
11.60918459,14.8883992,17.69230615,14.33814407,11.75330165,11.06887444,13.19,11.57883442,17.70721361,12.29637819
11.64896448,14.93394197,17.7095948,14.34392696,11.78915958,11.16753877,13.19,11.6409905,17.72398199,12.30655828
11.69314657,14.97423712,17.72125563,14.34970985,11.82001501,11.26448224,13.20274637,11.71872936,17.74075038,12.32673837
11.73949475,15.01422711,17.7286093,14.36647824,11.85087544,11.37411206,13.22731866,11.79646823,17.75751876,12.34691846
11.7891996,15.05936968,17.72284642,14.38127564,11.88673337,11.47257629,13.25189095,11.8742071,17.76357179,12.35709855
11.84211606,15.10451226,17.72291646,14.38705853,11.92222111,11.57626313,13.27323162,11.95194597,17.76776388,12.37727864
11.89734367,15.13976988,17.72867934,14.39,11.95295648,11.6932016,13.28551776,12.02968484,17.77195598,12.40745873
11.95682841,15.17726363,17.73,14.39,11.98553777,11.81014007,13.29390195,12.11058529,17.77614807,12.40763882
12.01757879,15.22992996,17.7297949,14.40322161,12.03164082,11.9029915,13.30013507,12.19350675,17.78,12.41781891
12.08363182,15.26005503,17.72403202,14.42076038,12.0786043,12.00252126,13.31856428,12.27642821,17.78,12.417999
12.14990495,15.30022511,17.7148074,14.44389195,12.12982991,12.14869435,13.33,12.35934967,17.78,12.40182091
12.21617809,15.34024512,17.69751876,14.46175588,12.17663332,12.26789395,13.33,12.44227114,17.78,12.40164082
12.28432216,15.37042521,17.69651326,14.46753877,12.20736868,12.37267634,13.34385193,12.5251926,17.78,12.38146073
12.35611806,15.40804402,17.70803902,14.47332166,12.24485743,12.47313157,13.36,12.60811406,17.77674837,12.36128064
12.43083042,15.44053027,17.73391196,14.47910455,12.3012056,12.59737869,13.36,12.69103552,17.76626813,12.3422011
12.50814907,15.46796898,17.76054527,14.49466233,12.36234117,12.70369185,13.36913957,12.77395698,17.75578789,12.30184092
12.58150575,15.49108054,17.76630815,14.51134067,12.43405703,12.81258629,13.38756878,12.85687844,17.74530765,12.27148074
12.65330165,15.53622311,17.77,14.52290645,12.50025013,12.92833417,13.40066533,12.94478739,17.73482741,12.23224112
12.73010505,15.56568284,17.77,14.53223612,12.5565983,13.03065533,13.40852426,13.03238119,17.72886943,12.19076038
12.80689345,15.59925963,17.77,14.53801901,12.62337669,13.13818909,13.40238119,13.10493747,17.72677339,12.1504002
12.87868934,15.65110055,17.77,14.5552076,12.70533767,13.23773387,13.41504752,13.17909955,17.72467734,12.11002001
12.95206103,15.6811956,17.76487744,14.57833917,12.78496748,13.31812906,13.43961981,13.2672036,17.72258129,12.05967984
13.02937969,15.70596798,17.76354177,14.59073537,12.8618059,13.41993997,13.47024012,13.3526063,17.72048524,12.00931966
13.10145573,15.73423212,17.7865933,14.60230115,12.92833917,13.51781391,13.49,13.42516258,17.73449725,11.94843922
13.16772886,15.77148074,17.79517759,14.61386693,12.98468734,13.60931466,13.49,13.49771886,17.75336168,11.9171986
13.23766883,15.80157579,17.78365183,14.62543272,13.06078539,13.68970985,13.50343172,13.57027514,17.77222611,11.85823912
13.30946473,15.82625313,17.77606303,14.6369985,13.1529915,13.78285143,13.52372186,13.63793897,17.79109055,11.81787894
13.38126063,15.85176588,17.77030015,14.65284642,13.2175988,13.86681841,13.56058029,13.69494747,17.80995498,11.78
13.45305653,15.88186093,17.78638819,14.67013007,13.26370185,13.93891446,13.59162581,13.75395198,17.81,11.77
13.52485243,15.91195598,17.79509755,14.68169585,13.33298649,14.00469235,13.6161981,13.81614307,17.81,11.7783992
13.59408704,15.94205103,17.77204602,14.69326163,13.41494747,14.05364682,13.65634817,13.87833417,17.81,11.80178089
13.65483742,15.96303652,17.77375688,14.70482741,13.49690845,14.1149975,13.69934967,13.94052526,17.81,11.83196098
13.71791396,15.97224112,17.80257129,14.72278639,13.57886943,14.20225113,13.74235118,13.99998999,17.80809905,11.86214107
13.78418709,16.00233617,17.81855428,14.74591796,13.66463232,14.27533767,13.78535268,14.0569985,17.79971486,11.90696348
13.84371686,16.02121561,17.82983992,14.75476238,13.75171586,14.33389695,13.82835418,14.11091546,17.79133067,11.93750375
13.89894447,16.04565783,17.80678839,14.76054527,13.84689345,14.38935968,13.87726363,14.16274137,17.78294647,11.98804402
13.9630065,16.08131066,17.80096048,14.76632816,13.94422211,14.45513757,13.92435718,14.21111056,17.77456228,12.03713857
14.02927964,16.09635818,17.84130065,14.77422211,14.02438219,14.52091546,13.96735868,14.25775388,17.77,12.04608304
14.07916458,16.11710855,17.83526763,14.78578789,14.10122061,14.57853927,14.01036018,14.30821911,17.77,12.07966483
14.13084042,16.13645323,17.78916458,14.80838419,14.15990995,14.62969985,14.05528264,14.36004502,17.77,12.0934017
